Task_ID,Topo_Level,Batch_Index,Summary,Task_Tag,Priority,Duration_Hours,Assigned_To,Start_Hour,End_Hour,Skill_Match,Topo_Order
43,1,1,4 javadoc warnings (broken glass),Documentation,Trivial,2.0,A-62,0.0,2.0,0,1
81,1,1,Validation structure of interface methods should be cleaned up,Bug fixing / Maintenance,Trivial,1.6,A-213,0.0,1.6,1,2
10,1,1,Service interface needs toElement() and ServiceElement interface needs toComponent(),Design & API Evolution,Minor,3.0,A-153,0.0,3.0,0,3
101,1,1,OMXMLElementTest class incorrectly returning the DOMXMLElementTest class as its test suit.,Testing & Verification,Minor,3.0,A-265,0.0,3.0,0,4
11,1,1,Service should have getEndpoint() method for consistency,Bug fixing / Maintenance,Minor,2.5,A-110,0.0,2.5,0,5
111,1,1,XMLElement should provide a method to retrieve its text content.,Feature / Improvement Implementation,Minor,2.0,A-131,0.0,2.0,1,6
113,1,1,WSDL-viewer contribution,Feature / Improvement Implementation,Minor,2.0,A-409,0.0,2.0,1,7
126,1,1,Calling getSource() method on XMLElement interface returns NullPointerException in OM implementation ,Bug fixing / Maintenance,Minor,3.0,A-71,0.0,3.0,0,8
131,1,1,Code should use Java generics,Feature / Improvement Implementation,Minor,3.0,A-308,0.0,3.0,0,9
135,1,1,Exception when serializing empty Description.,Bug fixing / Maintenance,Minor,2.0,A-275,0.0,2.0,1,10
137,1,1,Improve User Guide,Documentation,Minor,2.5,A-380,0.0,2.5,0,11
15,1,1,DOMWSDLReader.parseBinding() check that we have a valid NCName before setting it on the new BindingImpl,Bug fixing / Maintenance,Minor,3.0,A-351,0.0,3.0,0,12
150,1,1,"WSDL-viewer does not distinguish between nillable=""true"" and nillable=""false""",Bug fixing / Maintenance,Minor,2.5,A-38,0.0,2.5,0,13
17,1,1,Parse a WSDL document from a DOM Element,Documentation,Minor,3.0,A-9,0.0,3.0,0,14
23,1,1,StAX based parsing for Woden,Feature / Improvement Implementation,Minor,3.0,A-263,0.0,3.0,0,15
29,1,1,Move trunk from .../woden/java to .../woden/trunk/java,Project / General Task,Minor,3.0,A-225,0.0,3.0,0,16
37,1,1,Problem with Test Case: javax/xml/namespace/QNameTest/testGoodDeserializeQNameWithoutPrefix(),Testing & Verification,Minor,3.0,A-391,0.0,3.0,0,17
38,1,1,Multiple wsdl*xsd files,Feature / Improvement Implementation,Minor,3.0,A-93,0.0,3.0,0,18
6,1,1,Duplicate Validation feature constant,Project / General Task,Minor,3.0,A-151,0.0,3.0,0,19
69,1,1,readWSDL method args should be java.net.URI instead of String,Feature / Improvement Implementation,Minor,3.0,A-101,0.0,3.0,0,20
79,1,1,Implement the EBNF grammar for HTTP Location,Feature / Improvement Implementation,Minor,2.5,A-57,0.0,2.5,0,21
86,1,1,Document the URI Resolver in the Woden userguide.,Documentation,Minor,3.0,A-182,0.0,3.0,0,22
96,1,1,style default from interface not applied to operations,Bug fixing / Maintenance,Minor,2.5,A-181,0.0,2.5,0,23
97,1,1,"parser does not handle faults with element=""#any"" etc.",Bug fixing / Maintenance,Minor,2.0,A-126,0.0,2.0,1,24
99,1,1,Use svn:eol-style=native,Bug fixing / Maintenance,Minor,2.5,A-325,0.0,2.5,0,25
1,1,1,Create an Ant Task to Validate a Set of WSDL 2.0 Files,Feature / Improvement Implementation,Major,4.4,A-236,0.0,4.4,0,26
100,1,1,OMWSDLReader mismatch with DOMWSDLFactory,Bug fixing / Maintenance,Major,2.2,A-106,0.0,2.2,1,27
102,1,1,Remove QNameUtils class,Feature / Improvement Implementation,Major,2.2,A-221,0.0,2.2,1,28
103,1,1,FlickrHTTP-1G test fails due to NS prefix and interface extension errors,Testing & Verification,Major,4.4,A-138,0.0,4.4,0,29
104,1,1,Correct the WSDL object model implementation inheritance,Bug fixing / Maintenance,Major,2.75,A-132,0.0,2.75,0,30
105,1,1,Include the prefix in QNames from the target namespace,Bug fixing / Maintenance,Major,3.3000000000000003,A-172,0.0,3.3000000000000003,0,31
106,1,1,ImportElement and IncludeElement should extend NestedElement,Bug fixing / Maintenance,Major,2.75,A-74,3.3000000000000003,6.050000000000001,0,32
107,1,1,Remove the setParentElement method from the API,Bug fixing / Maintenance,Major,3.3000000000000003,A-266,0.0,3.3000000000000003,0,33
108,1,1,Share client-configurable objects across the Woden implementation,Design & API Evolution,Major,2.75,A-175,0.0,2.75,0,34
109,1,1,DescriptionImpl methods addElementDeclaration and addTypeDefinition should not be public,Feature / Improvement Implementation,Major,3.3000000000000003,A-170,0.0,3.3000000000000003,0,35
110,1,1,Remove WSDLReader.readWSDL methods that take an ErrorHandler parameter,Feature / Improvement Implementation,Major,4.4,A-187,0.0,4.4,0,36
112,1,1,getInterfaceMessageReferenceElement() method required on BindingMessageReferenceElement,Documentation,Major,4.4,A-123,0.0,4.4,0,37
114,1,1,Create a Test Suite for the WSDL Viewer,Testing & Verification,Major,2.75,A-17,0.0,2.75,0,38
115,1,1,NPE when interface extension used with Element API,Bug fixing / Maintenance,Major,3.3000000000000003,A-191,0.0,3.3000000000000003,0,39
116,1,1,URISyntaxException in SimpleURIResolver when path contains spaces,Bug fixing / Maintenance,Major,2.75,A-324,0.0,2.75,0,40
119,1,1,Improve formatting of messages with no message parameters,Feature / Improvement Implementation,Major,4.4,A-145,0.0,4.4,0,41
12,1,1,Component Model is Missing {http location uncited ignored},Bug fixing / Maintenance,Major,3.3000000000000003,A-82,0.0,3.3000000000000003,0,42
120,1,1,WSDL-Viewer support for SOAP Headers,Feature / Improvement Implementation,Major,3.3000000000000003,A-143,0.0,3.3000000000000003,0,43
122,1,1,Remove return type from validate method,Bug fixing / Maintenance,Major,2.2,A-300,0.0,2.2,1,44
125,1,1,Schema resolving issue in Axis2,Design & API Evolution,Major,4.4,A-137,0.0,4.4,0,45
127,1,1,WSDL-Viewer: Self-referencing element within a xsd:choice block circumvents anti-recursion,Bug fixing / Maintenance,Major,2.75,A-155,0.0,2.75,0,46
128,1,1,Infinite loop with wsdl viewer,Bug fixing / Maintenance,Major,3.3000000000000003,A-59,0.0,3.3000000000000003,0,47
129,1,1,WSDL-Viewer no longer able to resolve relative url for XSD's in certain situations,Bug fixing / Maintenance,Major,3.3000000000000003,A-394,0.0,3.3000000000000003,0,48
13,1,1,HTTP Extensions Fail To Parse SparqlQuery-1G Correctly,Bug fixing / Maintenance,Major,2.2,A-129,0.0,2.2,1,49
130,1,1,Circular reference in referenced XSD causes infinite loop,Documentation,Major,4.4,A-66,0.0,4.4,0,50
132,1,1,OMWSDLReader should support to read from WSDLSource.,Feature / Improvement Implementation,Major,2.75,A-178,0.0,2.75,0,51
134,1,1,Dependencies should refactor among modules.,Build & Release Engineering,Major,4.4,A-186,0.0,4.4,0,52
136,1,1,Some files missing licence details ,Bug fixing / Maintenance,Major,3.3000000000000003,A-309,0.0,3.3000000000000003,0,53
138,1,1,"Error while converting wsdl 1.0 to wsdl 2.0 , when wsdl 1.0 has messages with more than 1 part",Bug fixing / Maintenance,Major,2.2,A-90,0.0,2.2,1,54
139,1,1,Woden parsing error found when deploying service AAR in simple Axis2 server,Bug fixing / Maintenance,Major,2.75,A-150,0.0,2.75,0,55
140,1,1,xml:lang attribute not written on the DocumentationElements,Documentation,Major,4.4,A-194,0.0,4.4,0,56
141,1,1,wsdl-viewer does not generate request types if same request and response types are used in two different operations,Bug fixing / Maintenance,Major,3.3000000000000003,A-367,0.0,3.3000000000000003,0,57
142,1,1,Upgrade  Woden trunk to use XmlSchema 2   ,Build & Release Engineering,Major,2.2,A-222,0.0,2.2,1,58
143,1,1,Failed to build Woden on Java 7 - unit test fails,Testing & Verification,Major,2.75,A-75,0.0,2.75,0,59
144,1,1,"Woden WSDLReader returns invalid WSDL Description when multiple ""style"" tags are present",Bug fixing / Maintenance,Major,2.75,A-343,0.0,2.75,0,60
145,1,1,Syntax error in DOAP file release section,Bug fixing / Maintenance,Major,4.4,A-176,0.0,4.4,0,61
146,1,1,wsdl-viewer schemaLocation with query params rendered without escaping,Bug fixing / Maintenance,Major,3.3000000000000003,A-371,0.0,3.3000000000000003,0,62
148,1,1,cannot compiler woden,Bug fixing / Maintenance,Major,2.2,A-406,0.0,2.2,1,63
149,1,1,Code error in org.apache.woden.internal.DOMWSDLWriter,Bug fixing / Maintenance,Major,3.3000000000000003,A-264,0.0,3.3000000000000003,0,64
16,1,1,<types> is missing prefix declarations,Bug fixing / Maintenance,Major,2.2,A-224,0.0,2.2,1,65
18,1,1,Un-necessary schema definition returned by Woden,Bug fixing / Maintenance,Major,3.3000000000000003,A-209,0.0,3.3000000000000003,0,66
19,1,1,DescriptionElement.setTargetNamespace() should filter down to child elements,Feature / Improvement Implementation,Major,2.75,A-8,0.0,2.75,0,67
20,1,1,Upgrade Ant Task to Write 2006-06-10 Version of Component Model Interchange Format,Build & Release Engineering,Major,3.3000000000000003,A-412,0.0,3.3000000000000003,0,68
22,1,1,WSDL Convertor drops the schema namespace during Conversion,Bug fixing / Maintenance,Major,2.75,A-51,0.0,2.75,0,69
25,1,1,Use composition in the element model instead of aggregation,Feature / Improvement Implementation,Major,3.3000000000000003,A-84,0.0,3.3000000000000003,0,70
26,1,1,Refactor Ant Task Implementation by Namespace,Code Refactoring & Cleanup,Major,4.4,A-13,0.0,4.4,0,71
28,1,1,Create ElementSource as an abstraction to eliminate DOM dependencies from the Woden API,Build & Release Engineering,Major,4.4,A-305,0.0,4.4,0,72
3,1,1,HTTP Binding Extensions,Feature / Improvement Implementation,Major,3.3000000000000003,A-397,0.0,3.3000000000000003,0,73
30,1,1,Unit tests for WSDL import and include,Testing & Verification,Major,2.2,A-241,0.0,2.2,1,74
32,1,1,Unit tests for Feature and Property,Testing & Verification,Major,3.3000000000000003,A-19,0.0,3.3000000000000003,0,75
33,1,1,"Unit tests for TypesElement, ElementDeclaration, TypeDefinition",Testing & Verification,Major,2.2,A-96,0.0,2.2,1,76
39,1,1,Underlying protocol property missing from SOAP Binding Extension in WSDL Component Model Output from Ant Task,Bug fixing / Maintenance,Major,3.3000000000000003,A-185,0.0,3.3000000000000003,0,77
4,1,1,"Equivalence of components is not checked, so testImport2G testcase is failing",Testing & Verification,Major,4.4,A-127,0.0,4.4,0,78
40,1,1,Remove Feature and Property Components,Bug fixing / Maintenance,Major,3.3000000000000003,A-141,0.0,3.3000000000000003,0,79
42,1,1,Running Woden test suite in network isolation mode,Testing & Verification,Major,2.2,A-69,0.0,2.2,1,80
44,1,1,Ant Task Should Catch Runtime Errors and Report Them,Bug fixing / Maintenance,Major,3.3000000000000003,A-280,0.0,3.3000000000000003,0,81
45,1,1,ant runTests creates a malformed html doc,Documentation,Major,3.3000000000000003,A-240,0.0,3.3000000000000003,0,82
46,1,1,Update WSDL 2.0 Component Model to Current Version - Contains Corrected Element Spellings,Bug fixing / Maintenance,Major,2.75,A-389,0.0,2.75,0,83
47,1,1,Ant Task Generates Duplicate Element ID's,Bug fixing / Maintenance,Major,4.4,A-297,0.0,4.4,0,84
48,1,1,Woden Fails In Disconnected Mode - Unable to Retrieve W3C Schemas,Bug fixing / Maintenance,Major,3.3000000000000003,A-318,0.0,3.3000000000000003,0,85
49,1,1,XML Catalog common files should be downloaded/cached to a well known path,Feature / Improvement Implementation,Major,3.3000000000000003,A-41,0.0,3.3000000000000003,0,86
5,1,1,Output W3C WSDL 2.0 Component Model Interchange Format for Interoperability Testing,Testing & Verification,Major,3.3000000000000003,A-405,0.0,3.3000000000000003,0,87
50,1,1,"MessageTest-1G, Woden lacks support for IRI with variable substitution used by HTTP location",Testing & Verification,Major,4.4,A-128,3.3000000000000003,7.700000000000001,0,88
51,1,1,Need convenience methods in Interface API to flatten interface inheritence,Design & API Evolution,Major,3.3000000000000003,A-374,0.0,3.3000000000000003,0,89
52,1,1,{http cookies} is REQUIRED,Bug fixing / Maintenance,Major,3.3000000000000003,A-214,0.0,3.3000000000000003,0,90
53,1,1,HTTP and SOAP Extensions are Mutually Exclusive,Bug fixing / Maintenance,Major,3.3000000000000003,A-254,0.0,3.3000000000000003,0,91
54,1,1,org.apache.woden.ant.validateWSDL20 mis-handles paths including whitespace,Bug fixing / Maintenance,Major,2.2,A-243,0.0,2.2,1,92
55,1,1,SOAPHeader.getElementDeclaration is returning null,Bug fixing / Maintenance,Major,2.75,A-230,0.0,2.75,0,93
56,1,1,SoapEndpointExtension Missing in Echo-1G,Bug fixing / Maintenance,Major,4.4,A-279,0.0,4.4,0,94
57,1,1,Ant Task Throws NPE on MessageTest-4G,Testing & Verification,Major,2.75,A-345,0.0,2.75,0,95
58,1,1,HTTP attribute authenticationType changed to authenticationScheme,Bug fixing / Maintenance,Major,3.3000000000000003,A-342,0.0,3.3000000000000003,0,96
59,1,1,W3C Validation Report Requires Assertions,Bug fixing / Maintenance,Major,4.4,A-258,0.0,4.4,0,97
60,1,1,When a interface is not referenced from a binding component the getInterfaceFault() method returns null,Documentation,Major,4.4,A-312,0.0,4.4,0,98
61,1,1,Generate and Resolve Results for W3C Test LocationTemplate-1G,Testing & Verification,Major,2.2,A-336,0.0,2.2,1,99
65,1,1,Handling non-W3C XML Schema type systems,Design & API Evolution,Major,4.4,A-311,0.0,4.4,0,100
66,1,1,woden build.properties no longer reflects current ant version,Build & Release Engineering,Major,4.4,A-255,0.0,4.4,0,101
67,1,1,BindingFaultReferenceElement provides no Direction attribute,Documentation,Major,4.4,A-12,0.0,4.4,0,102
68,1,1,NPE when <import> location does not resolve to a document,Documentation,Major,4.4,A-228,0.0,4.4,0,103
7,1,1,"When message content model is #none, Woden emits an invalid <elementDeclaration ref=""id-null""/> reference.",Documentation,Major,4.4,A-231,0.0,4.4,0,104
70,1,1,readWSDL methods should return Description not DescriptionElement,Feature / Improvement Implementation,Major,4.4,A-117,0.0,4.4,0,105
71,1,1,Problem in Obtaining Mep (of operation Guaranteed Fault) in MessageTest-1G ,Testing & Verification,Major,4.4,A-76,0.0,4.4,0,106
72,1,1,Component model should contain ALL schema elements and types,Bug fixing / Maintenance,Major,2.2,A-160,0.0,2.2,1,107
73,1,1,"Resolve wsdl:import by namespace, local cache first",Bug fixing / Maintenance,Major,2.75,A-329,0.0,2.75,0,108
74,1,1,QName.valueOf behaviour does not match the Javadoc,Documentation,Major,2.2,A-64,0.0,2.2,1,109
75,1,1,Underlying <xs:schema> element should be accessible from API,Design & API Evolution,Major,4.4,A-33,0.0,4.4,0,110
76,1,1,Testcase HTTPBinding-2G fails,Testing & Verification,Major,4.4,A-234,2.5,6.9,0,111
77,1,1,"Testcases MessageTest-1G, 2G, 3G, 4G failing due to canonicalization error",Testing & Verification,Major,4.4,A-227,0.0,4.4,0,112
8,1,1,"When a binding doesn't specify an interface, Wodwn emits an invalid <interface ref=""id-null""/> reference.",Documentation,Major,4.4,A-11,0.0,4.4,0,113
80,1,1,Parser shouldn't parse schema for schema to create schema type objects in the model,Bug fixing / Maintenance,Major,2.75,A-232,0.0,2.75,0,114
83,1,1,DescriptionElement.toComponent() should check for changes to the infoset between invocations,Feature / Improvement Implementation,Major,3.3000000000000003,A-46,0.0,3.3000000000000003,0,115
84,1,1,W3C test suite should be runnable offline without the need to set vm args,Testing & Verification,Major,3.3000000000000003,A-317,0.0,3.3000000000000003,0,116
85,1,1,Tests SparqlQuery-1G and SparqlQuerySimplified-1G are failing due to CR145,Testing & Verification,Major,2.2,A-307,2.5,4.7,1,117
87,1,1,CR138 adds {message content model} to InterfaceFault component,Design & API Evolution,Major,2.2,A-139,0.0,2.2,1,118
88,1,1,CR143 renames Transfer Coding to Content Encoding,Code Refactoring & Cleanup,Major,4.4,A-68,0.0,4.4,0,119
89,1,1,Update Woden  with New WSDL 2.0 Assertions Numbers for Proposed Recommendation,Project / General Task,Major,4.4,A-253,0.0,4.4,0,120
9,1,1,"Woden often omits {soap underlying protocol}, though this is a REQUIRED property in the spec.",Bug fixing / Maintenance,Major,3.3000000000000003,A-188,0.0,3.3000000000000003,0,121
90,1,1,schema.catalog fails to be correctly located ,Bug fixing / Maintenance,Major,2.75,A-303,0.0,2.75,0,122
91,1,1,Use the new WSDL 2.0 namespaces,Feature / Improvement Implementation,Major,4.4,A-369,0.0,4.4,0,123
92,1,1,"Resolver error - IllegalArgumentException ""URI is not hierarchical""",Bug fixing / Maintenance,Major,3.3000000000000003,A-197,0.0,3.3000000000000003,0,124
93,1,1,HTTPLocation must support the EBNF grammar for parsing whttp:location,Bug fixing / Maintenance,Major,4.4,A-95,0.0,4.4,0,125
94,1,1,InterfaceImpl.getAllInterfaceOperations and getAllInterfaceFaults are not quite recursive,Bug fixing / Maintenance,Major,3.3000000000000003,A-350,0.0,3.3000000000000003,0,126
95,1,1,Woden doesn't specify the default MEP to use if none is specified,Bug fixing / Maintenance,Major,2.2,A-283,0.0,2.2,1,127
98,1,1,SAX attribution in NOTICE file is not required,Bug fixing / Maintenance,Major,3.3000000000000003,A-281,0.0,3.3000000000000003,0,128
118,1,1,Problem parsing a WSDL having XML as the documentation  ,Documentation,Critical,5.2,A-48,0.0,5.2,0,129
123,1,1,Woden throws an error when the targetNamespace of the WSDL is urn:wsdlSamples,Bug fixing / Maintenance,Critical,2.6,A-167,0.0,2.6,1,130
2,1,1,"The WSDLReader should offer more methods to parse WSDL documents from dom, sax, etc...",Documentation,Critical,5.2,A-97,0.0,5.2,0,131
63,1,1,Include README (including incubation disclaimer) in woden jars,Documentation,Critical,5.2,A-348,0.0,5.2,0,132
82,1,1,Interchange format results need HTTP query parameter properties,Feature / Improvement Implementation,Critical,2.6,A-198,0.0,2.6,1,133
124,1,1,WSDL 2.0 codegeration fails in Axis2 due to Woden assertion,Bug fixing / Maintenance,Blocker,3.0,A-316,0.0,3.0,1,134
78,1,1,SOAP binding extention should support query separator and query separator default,Feature / Improvement Implementation,Blocker,6.0,A-161,0.0,6.0,0,135
133,1,1,woden converter maven plugin does not work as CLI,Bug fixing / Maintenance,Minor,6.0,A-267,0.0,6.0,0,136
147,1,1,wsdl-viewer nit: no space between words,Bug fixing / Maintenance,Minor,5.0,A-23,0.0,5.0,0,137
117,1,1,CLONE -schemaLocation URI not resolved correctly using jar files - xsd two deep?,Bug fixing / Maintenance,Major,8.8,A-35,0.0,8.8,0,138
121,1,1,Create Interface1009 Assertion Class,Design & API Evolution,Major,8.8,A-121,0.0,8.8,0,139
14,1,1,The SOAP Extensions are Missing the HTTP Properties,Bug fixing / Maintenance,Major,4.4,A-402,0.0,4.4,1,140
21,1,1,Update Ant Task Validation Report to Latest W3C Schema - add <success> element,Feature / Improvement Implementation,Major,6.6000000000000005,A-98,0.0,6.6000000000000005,0,141
24,1,1,W3CC Tests are failing due to an error in W3C Test-suite Error ,Testing & Verification,Major,4.4,A-313,0.0,4.4,1,142
27,1,1,Publish Results for W3C Test Suite,Testing & Verification,Major,8.8,A-32,0.0,8.8,0,143
31,1,1,Unit tests for Service and Endpoint,Testing & Verification,Major,6.6000000000000005,A-338,0.0,6.6000000000000005,0,144
34,1,1,Unit tests for Interface and its children,Testing & Verification,Major,8.8,A-162,0.0,8.8,0,145
35,1,1,NPE on W3C Test Case Storage-4G/storage.wsdl,Testing & Verification,Major,6.6000000000000005,A-107,0.0,6.6000000000000005,0,146
36,1,1,Component Model Interchange Format Has Multiple Schema Validation Errors,Bug fixing / Maintenance,Major,6.6000000000000005,A-359,0.0,6.6000000000000005,0,147
41,1,1,Ant Tasks Throws NPE on W3C Test Case /desc/test-suite/documents/good/MessageTest-1G/SOAPservice.wsdl,Documentation,Major,4.4,A-219,0.0,4.4,1,148
64,1,1,MessageTest-2G does not return httplocation correctly,Bug fixing / Maintenance,Major,6.6000000000000005,A-399,0.0,6.6000000000000005,0,149
62,1,1,Resolve Errors in W3C Test SparqlQuerySimplified-1G,Testing & Verification,Major,17.6,A-244,0.0,17.6,0,150
